conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username;;;;;;;;;;
2015640948764762576,Mon Jan 26 12:24:22 +0000 2026,0,@__AnakKolong @mohmahfudmd @puanmaharani_ri @Menlu_RI @Kemlu_RI mrk yg mengecam partisipasi RI ikut mjd member Board of Peace menuju tahap ke II ceasefire di Gaza. sebenarnya tdk ingin jika penduduk disana hidup damai aman dan sejahtera. mrk mengharapkan peperangan berlanjut hingga salah satu pihak musnah. shg bisa nulis maki genosida dll.,2015762737872388139,,__AnakKolong,in,,0,0,0,https://x.com/undefined/status/2015762737872388139,1594845221728440320,;;;;;;;;;;
2015760721112625289,Mon Jan 26 12:16:21 +0000 2026,0,Mayoritas negara Uni Eropa tolak undangan AS ke Board of Peace untuk Gaza Eropa khawatir inisiatif ini geser peran PBB. Jepang tinjau Israel &amp; Azerbaijan setuju. #Viral #Geopolitik #Gaza #FYP #Toronto #Kamala #Bondi #BorderPatrol #LulaLahfah #RezaArap #JakartaSelatan https://t.co/U2z7zGl4M8,2015760721112625289,https://pbs.twimg.com/media/G_lroM0a4AAo2kF.jpg,,in,,0,0,0,https://x.com/undefined/status/2015760721112625289,1982288652840628224,;;;;;;;;;
2015409983274487947,Mon Jan 26 12:09:11 +0000 2026,0,@ferizandra Jadi kata BOARD OF PEACE PEACENYA untuk siapa @prabowo,2015758916593070214,,ferizandra,in,,0,0,0,https://x.com/undefined/status/2015758916593070214,1762745328741343232,;;;;;;;;;;
2015755806751519081,Mon Jan 26 11:56:49 +0000 2026,0,kepo sama pembelaan buzzer penyepong rezim terkait board of peace. biasanya ada aja pembelaannya kayak mbg yg katanya buka lapangan kerja anak2 yg ga pernah punya bekal bisa makan dan alasan klise lainnya. how about this your president suck the fucking zionist!???,2015755806751519081,,,in,,0,1,0,https://x.com/undefined/status/2015755806751519081,1084643721306562561,;;;;;;;;;;
2015754453140516879,Mon Jan 26 11:51:27 +0000 2026,0,Board of peace bikinan negara yg suka veto resolusi PBB terkait sirewel itu gmana critanya (-_-7),2015754453140516879,,,in,,0,0,0,https://x.com/undefined/status/2015754453140516879,462060141,;;;;;;;;;;
2015754249628713433,Mon Jan 26 11:50:38 +0000 2026,0,Gabung 'Board Of Peace' ini dia risiko yang dihadapi Indonesia! TB Hasanuddin Anggota Komisi I DPR RI Fraksi PDI Perjuangan merespon langkah pemerintah gabung organisasi garapan Trump ini. Via : Gesuri #tbhasanuddin #fraksipdiperjuangan #boardofpeace #pbb #indonesia https://t.co/CuCX4dCK6M,2015754249628713433,https://pbs.twimg.com/amplify_video_thumb/2015753989586145280/img/2FELtoBbgAmgbUBl.jpg,,in,,0,1,0,https://x.com/undefined/status/2015754249628713433,1939888697195077632,;;;;;;;;;;
2015676945820963074,Mon Jan 26 11:49:48 +0000 2026,0,@Tita83079013 @MUIPusat Kl presiden ttd board of peace dan bersekutu dgn mamarika dan isriwil halal ya?,2015754039460503782,,Tita83079013,in,,0,0,0,https://x.com/undefined/status/2015754039460503782,187182071,;;;;;;;;;;
2015753711570853892,Mon Jan 26 11:48:30 +0000 2026,0,Bisa ga gugat secara hukum keikutsertaan indonesia dalam board of peace??,2015753711570853892,,,in,,0,0,0,https://x.com/undefined/status/2015753711570853892,1606856089441820677,;;;;;;;;;;
2015752124815262113,Mon Jan 26 11:42:12 +0000 2026,9,New York Agreement 1962: Belanda (penjajah) berunding dgn Indonesia (calon penjajah) tentang nasib Papua disaksikan AS (calon investor) tanpa org Papua. Board of Peace 2026: Penjajah investor &amp; anteknya kumpul bahas Palestina tanpa org Palestina. . Zoom Meeting Pops J. https://t.co/k2Uh70aoxd,2015752124815262113,https://pbs.twimg.com/ext_tw_video_thumb/2015752084919025666/pu/img/JQQwPZuaO7nz5X3g.jpg,,in,,0,0,6,https://x.com/undefined/status/2015752124815262113,1909238235483820033,;;;;;;;;;
2015750697573380546,Mon Jan 26 11:38:39 +0000 2026,2,Tau kan Elon Musk? Dia temen deket Trump pas diinterview bikin candaan Katanya ini bukan Board of Peace tapi Board of Piece (potongan) What do you think?,2015751231801819209,,benzema_aly,in,,0,0,0,https://x.com/undefined/status/2015751231801819209,1909238235483820033,;;;;;;;;;;
2015750399157064097,Mon Jan 26 11:35:20 +0000 2026,2,Bagaimana mungkin USA yang mendukung israhell melakukan genosida Bangsa Palestina lalu membentuk Dewan Perdamaian (Board of Peace BoP) bagi Palestina/Gaza? Damai bagi siapa? Untuk apa Indonesia bergabung dalam BoP dan bayar US$ 1 Milyar pula?,2015750399157064097,,,in,,0,0,0,https://x.com/undefined/status/2015750399157064097,459689725,;;;;;;;;;;
2015738407016944097,Mon Jan 26 11:24:23 +0000 2026,2,oiya ada satu isu internasional yg sangat absolute cinema. kok bisa negara kita ikut gerombolan pembunuh biadab dengan narasi board of peace utk menjaga perdamaian di gaza. dan negara kita ikut nyumbang! ikut nyumbang buat zionis! udh sakit nih negara kebanyakan nyawit.,2015747643788710169,,ayammakanbubur,in,,0,0,0,https://x.com/undefined/status/2015747643788710169,1084109745038909441,;;;;;;;;;;
